query_peak_id	query_chrom	query_start	query_end	target_peak_id	target_chrom	target_start	target_end	overlap_bp	query_overlap_fraction	target_overlap_fraction	reciprocal_overlap_score	reciprocal_best_hit	source_species	target_species
human_ocr_0046776	chr6	85900869	85901218	mouse_ocr_0039052	chr6	85900980	85901463	238	0.6819484240687679	0.4927536231884058	0.4927536231884058	True	human	mouse
human_ocr_0046776	chr6	85901218	85901329	mouse_ocr_0039052	chr6	85900980	85901463	111	1.0	0.22981366459627328	0.22981366459627328	True	human	mouse
human_ocr_0052296	chr6	86525098	86525663	mouse_ocr_0028344	chr6	86525184	86527370	479	0.8477876106194691	0.21912168344007318	0.21912168344007318	True	human	mouse
human_ocr_0039722	chr6	87384340	87384496	mouse_ocr_0038749	chr6	87384327	87384717	156	1.0	0.4	0.4	True	human	mouse
human_ocr_0023028	chr6	87732735	87732934	mouse_ocr_0044033	chr6	87732652	87732931	196	0.9849246231155779	0.7025089605734767	0.7025089605734767	True	human	mouse
human_ocr_0032831	chr6	88431266	88431359	mouse_ocr_0019645	chr6	88431255	88431544	93	1.0	0.3217993079584775	0.3217993079584775	True	human	mouse
human_ocr_0036927	chr6	88647948	88648157	mouse_ocr_0015297	chr6	88647782	88648377	209	1.0	0.35126050420168065	0.35126050420168065	True	human	mouse
human_ocr_0036927	chr6	88648157	88648326	mouse_ocr_0015297	chr6	88647782	88648377	169	1.0	0.28403361344537814	0.28403361344537814	True	human	mouse
human_ocr_0024508	chr6	90370182	90370569	mouse_ocr_0004039	chr6	90369162	90370609	387	1.0	0.26744989633724947	0.26744989633724947	True	human	mouse
human_ocr_0062824	chr6	90731394	90731474	mouse_ocr_0042549	chr6	90731371	90731657	80	1.0	0.27972027972027974	0.27972027972027974	True	human	mouse
human_ocr_0024326	chr6	92705976	92706181	mouse_ocr_0007563	chr6	92705829	92706506	205	1.0	0.30280649926144754	0.30280649926144754	True	human	mouse
human_ocr_0036486	chr6	93726784	93726957	mouse_ocr_0012967	chr6	93726796	93727335	161	0.930635838150289	0.2987012987012987	0.2987012987012987	True	human	mouse
human_ocr_0075002	chr6	94616986	94617120	mouse_ocr_0021224	chr6	94616989	94617482	131	0.9776119402985075	0.2657200811359026	0.2657200811359026	True	human	mouse
human_ocr_0075002	chr6	94617214	94617336	mouse_ocr_0021224	chr6	94616989	94617482	122	1.0	0.24746450304259635	0.24746450304259635	True	human	mouse
human_ocr_0019033	chr6	94640412	94640573	mouse_ocr_0016136	chr6	94640313	94640715	161	1.0	0.40049751243781095	0.40049751243781095	True	human	mouse
human_ocr_0043775	chr6	94915972	94916099	mouse_ocr_0026880	chr6	94915878	94916305	127	1.0	0.297423887587822	0.297423887587822	True	human	mouse
human_ocr_0014790	chr6	97212009	97212235	mouse_ocr_0033161	chr6	97211948	97212390	226	1.0	0.5113122171945701	0.5113122171945701	True	human	mouse
human_ocr_0001328	chr6	97807128	97807453	mouse_ocr_0000242	chr6	97806735	97807655	325	1.0	0.3532608695652174	0.3532608695652174	True	human	mouse
human_ocr_0007622	chr6	97929672	97929872	mouse_ocr_0015575	chr6	97929145	97929947	200	1.0	0.24937655860349128	0.24937655860349128	True	human	mouse
human_ocr_0086497	chr6	99085105	99085191	mouse_ocr_0009694	chr6	99084951	99085283	86	1.0	0.25903614457831325	0.25903614457831325	True	human	mouse
human_ocr_0086055	chr6	99206582	99206798	mouse_ocr_0026920	chr6	99205967	99206821	216	1.0	0.2529274004683841	0.2529274004683841	True	human	mouse
human_ocr_0050893	chr6	99388822	99388961	mouse_ocr_0039908	chr6	99388650	99389326	139	1.0	0.20562130177514792	0.20562130177514792	True	human	mouse
human_ocr_0050893	chr6	99389149	99389369	mouse_ocr_0039908	chr6	99388650	99389326	177	0.8045454545454546	0.2618343195266272	0.2618343195266272	True	human	mouse
human_ocr_0012311	chr6	99604743	99604916	mouse_ocr_0031321	chr6	99604761	99605098	155	0.8959537572254336	0.4599406528189911	0.4599406528189911	True	human	mouse
human_ocr_0012311	chr6	99604923	99605028	mouse_ocr_0031321	chr6	99604761	99605098	105	1.0	0.3115727002967359	0.3115727002967359	True	human	mouse
human_ocr_0045736	chr6	100127915	100128131	mouse_ocr_0039167	chr6	100127864	100128211	216	1.0	0.622478386167147	0.622478386167147	True	human	mouse
human_ocr_0025365	chr6	100660531	100660683	mouse_ocr_0020869	chr6	100660451	100660783	152	1.0	0.4578313253012048	0.4578313253012048	True	human	mouse
human_ocr_0018856	chr6	101374752	101374954	mouse_ocr_0006410	chr6	101374710	101375123	202	1.0	0.4891041162227603	0.4891041162227603	True	human	mouse
human_ocr_0009204	chr6	108185275	108185483	mouse_ocr_0015584	chr6	108185158	108185783	208	1.0	0.3328	0.3328	True	human	mouse
human_ocr_0000357	chr6	108212938	108213400	mouse_ocr_0000123	chr6	108212654	108213464	462	1.0	0.5703703703703704	0.5703703703703704	True	human	mouse
human_ocr_0055738	chr6	112207411	112207486	mouse_ocr_0028255	chr6	112207301	112207561	75	1.0	0.28846153846153844	0.28846153846153844	True	human	mouse
human_ocr_0055738	chr6	112207487	112207545	mouse_ocr_0028255	chr6	112207301	112207561	58	1.0	0.2230769230769231	0.2230769230769231	True	human	mouse
human_ocr_0047699	chr6	113079588	113079747	mouse_ocr_0041014	chr6	113079553	113079754	159	1.0	0.7910447761194029	0.7910447761194029	True	human	mouse
human_ocr_0010862	chr6	113099706	113099936	mouse_ocr_0007814	chr6	113099577	113100153	230	1.0	0.3993055555555556	0.3993055555555556	True	human	mouse
human_ocr_0037495	chr6	113458815	113459046	mouse_ocr_0024305	chr6	113458557	113459194	231	1.0	0.3626373626373626	0.3626373626373626	True	human	mouse
human_ocr_0006853	chr6	113471635	113471808	mouse_ocr_0000368	chr6	113471224	113471870	173	1.0	0.2678018575851393	0.2678018575851393	True	human	mouse
human_ocr_0004877	chr6	113494550	113494957	mouse_ocr_0007561	chr6	113494162	113495327	407	1.0	0.34935622317596565	0.34935622317596565	True	human	mouse
human_ocr_0004877	chr6	113494960	113495736	mouse_ocr_0007561	chr6	113494162	113495327	367	0.4729381443298969	0.3150214592274678	0.3150214592274678	True	human	mouse
human_ocr_0031578	chr6	115420841	115420987	mouse_ocr_0028106	chr6	115420896	115421300	91	0.6232876712328768	0.22524752475247525	0.22524752475247525	True	human	mouse
human_ocr_0031578	chr6	115421076	115421266	mouse_ocr_0028106	chr6	115420896	115421300	190	1.0	0.47029702970297027	0.47029702970297027	True	human	mouse
human_ocr_0011514	chr6	115592261	115592572	mouse_ocr_0005230	chr6	115591968	115593199	311	1.0	0.25264012997562957	0.25264012997562957	True	human	mouse
human_ocr_0025998	chr6	116055192	116055258	mouse_ocr_0038158	chr6	116055048	116055332	66	1.0	0.2323943661971831	0.2323943661971831	True	human	mouse
human_ocr_0014761	chr6	119479851	119481083	mouse_ocr_0024137	chr6	119478911	119481242	1232	1.0	0.5285285285285285	0.5285285285285285	True	human	mouse
human_ocr_0028180	chr6	119683108	119683327	mouse_ocr_0008156	chr6	119682921	119683394	219	1.0	0.4630021141649049	0.4630021141649049	True	human	mouse
human_ocr_0057227	chr6	119792719	119792787	mouse_ocr_0043713	chr6	119792651	119792880	68	1.0	0.29694323144104806	0.29694323144104806	True	human	mouse
human_ocr_0005221	chr6	120037091	120037589	mouse_ocr_0005990	chr6	120036978	120039003	498	1.0	0.24592592592592594	0.24592592592592594	True	human	mouse
human_ocr_0041549	chr6	121107266	121107336	mouse_ocr_0023708	chr6	121106993	121107339	70	1.0	0.2023121387283237	0.2023121387283237	True	human	mouse
human_ocr_0011072	chr6	122826351	122826595	mouse_ocr_0001094	chr6	122825996	122826811	244	1.0	0.29938650306748466	0.29938650306748466	True	human	mouse
human_ocr_0001917	chr6	124746107	124746581	mouse_ocr_0012084	chr6	124745096	124746593	474	1.0	0.3166332665330661	0.3166332665330661	True	human	mouse
human_ocr_0008551	chr6	124809339	124809741	mouse_ocr_0018636	chr6	124808372	124809777	402	1.0	0.28612099644128114	0.28612099644128114	True	human	mouse
human_ocr_0000219	chr6	124828849	124829220	mouse_ocr_0000097	chr6	124828769	124829777	371	1.0	0.3680555555555556	0.3680555555555556	True	human	mouse
human_ocr_0000219	chr6	124829220	124829449	mouse_ocr_0000097	chr6	124828769	124829777	229	1.0	0.22718253968253968	0.22718253968253968	True	human	mouse
human_ocr_0048773	chr6	124917902	124918147	mouse_ocr_0018251	chr6	124917774	124918356	245	1.0	0.4209621993127148	0.4209621993127148	True	human	mouse
human_ocr_0008232	chr6	124919677	124920004	mouse_ocr_0025447	chr6	124919609	124920295	327	1.0	0.47667638483965014	0.47667638483965014	True	human	mouse
human_ocr_0008232	chr6	124920114	124920311	mouse_ocr_0025447	chr6	124919609	124920295	181	0.9187817258883249	0.26384839650145775	0.26384839650145775	True	human	mouse
human_ocr_0061243	chr6	125081817	125082191	mouse_ocr_0002613	chr6	125081670	125082209	374	1.0	0.6938775510204082	0.6938775510204082	True	human	mouse
human_ocr_0010759	chr6	125088958	125089311	mouse_ocr_0033988	chr6	125088457	125089259	301	0.8526912181303116	0.37531172069825436	0.37531172069825436	True	human	mouse
human_ocr_0010283	chr6	125145217	125145777	mouse_ocr_0027430	chr6	125144949	125145740	523	0.9339285714285714	0.661188369152971	0.661188369152971	True	human	mouse
human_ocr_0048986	chr6	125467461	125467591	mouse_ocr_0045924	chr6	125467151	125467785	130	1.0	0.20504731861198738	0.20504731861198738	True	human	mouse
human_ocr_0019903	chr6	127147743	127147903	mouse_ocr_0033489	chr6	127147768	127148036	135	0.84375	0.503731343283582	0.503731343283582	True	human	mouse
human_ocr_0073911	chr6	128032410	128032474	mouse_ocr_0046527	chr6	128032318	128032558	64	1.0	0.26666666666666666	0.26666666666666666	True	human	mouse
human_ocr_0088118	chr6	129275417	129275558	mouse_ocr_0017569	chr6	129275254	129275623	141	1.0	0.3821138211382114	0.3821138211382114	True	human	mouse
human_ocr_0058029	chr6	134615351	134615405	mouse_ocr_0043989	chr6	134615333	134615602	54	1.0	0.20074349442379183	0.20074349442379183	True	human	mouse
human_ocr_0058029	chr6	134615477	134615533	mouse_ocr_0043989	chr6	134615333	134615602	56	1.0	0.20817843866171004	0.20817843866171004	True	human	mouse
human_ocr_0005501	chr6	134983576	134984342	mouse_ocr_0011620	chr6	134983424	134984409	766	1.0	0.7776649746192893	0.7776649746192893	True	human	mouse
human_ocr_0011663	chr6	135559777	135559910	mouse_ocr_0009138	chr6	135559380	135559963	133	1.0	0.2281303602058319	0.2281303602058319	True	human	mouse
human_ocr_0086322	chr6	136449325	136449446	mouse_ocr_0034779	chr6	136449253	136449732	121	1.0	0.25260960334029225	0.25260960334029225	True	human	mouse
human_ocr_0004850	chr6	136518875	136519095	mouse_ocr_0008154	chr6	136518553	136519276	220	1.0	0.30428769017980634	0.30428769017980634	True	human	mouse
human_ocr_0012708	chr6	136532609	136532775	mouse_ocr_0028341	chr6	136532510	136533061	166	1.0	0.30127041742286753	0.30127041742286753	True	human	mouse
human_ocr_0012708	chr6	136532824	136533079	mouse_ocr_0028341	chr6	136532510	136533061	237	0.9294117647058824	0.4301270417422868	0.4301270417422868	True	human	mouse
human_ocr_0048144	chr6	136553868	136553999	mouse_ocr_0042918	chr6	136553738	136554118	131	1.0	0.3447368421052632	0.3447368421052632	True	human	mouse
human_ocr_0048144	chr6	136554003	136554123	mouse_ocr_0042918	chr6	136553738	136554118	115	0.9583333333333334	0.3026315789473684	0.3026315789473684	True	human	mouse
human_ocr_0009107	chr6	136808335	136808737	mouse_ocr_0011564	chr6	136807947	136809040	402	1.0	0.3677950594693504	0.3677950594693504	True	human	mouse
human_ocr_0040943	chr6	136861103	136861219	mouse_ocr_0036711	chr6	136860932	136861309	116	1.0	0.3076923076923077	0.3076923076923077	True	human	mouse
human_ocr_0043214	chr6	138334019	138334218	mouse_ocr_0009627	chr6	138334008	138334402	199	1.0	0.5050761421319797	0.5050761421319797	True	human	mouse
human_ocr_0043214	chr6	138334279	138334391	mouse_ocr_0009627	chr6	138334008	138334402	112	1.0	0.28426395939086296	0.28426395939086296	True	human	mouse
human_ocr_0023088	chr6	142964237	142964586	mouse_ocr_0028680	chr6	142963998	142965368	349	1.0	0.25474452554744526	0.25474452554744526	True	human	mouse
human_ocr_0086320	chr6	146339968	146340081	mouse_ocr_0044923	chr6	146339719	146340152	113	1.0	0.26096997690531176	0.26096997690531176	True	human	mouse
human_ocr_0089238	chr6	146481636	146481727	mouse_ocr_0037941	chr6	146481383	146481826	91	1.0	0.2054176072234763	0.2054176072234763	True	human	mouse
human_ocr_0047146	chr6	146488877	146488979	mouse_ocr_0015557	chr6	146488742	146489147	102	1.0	0.2518518518518518	0.2518518518518518	True	human	mouse
human_ocr_0026911	chr7	3674938	3675102	mouse_ocr_0016179	chr7	3674842	3675231	164	1.0	0.42159383033419023	0.42159383033419023	True	human	mouse
human_ocr_0051615	chr7	4478133	4478325	mouse_ocr_0011205	chr7	4477978	4478846	192	1.0	0.22119815668202766	0.22119815668202766	True	human	mouse
human_ocr_0071143	chr7	5081383	5081497	mouse_ocr_0036495	chr7	5081345	5081574	114	1.0	0.4978165938864629	0.4978165938864629	True	human	mouse
human_ocr_0010177	chr7	16294970	16295189	mouse_ocr_0009043	chr7	16294437	16295223	219	1.0	0.2786259541984733	0.2786259541984733	True	human	mouse
human_ocr_0008666	chr7	16874302	16874400	mouse_ocr_0035385	chr7	16874213	16874519	98	1.0	0.3202614379084967	0.3202614379084967	True	human	mouse
human_ocr_0001778	chr7	16875374	16875612	mouse_ocr_0008664	chr7	16874753	16875850	238	1.0	0.21695533272561532	0.21695533272561532	True	human	mouse
human_ocr_0015559	chr7	16895224	16895378	mouse_ocr_0043594	chr7	16894776	16895375	151	0.9805194805194806	0.25208681135225375	0.25208681135225375	True	human	mouse
human_ocr_0008111	chr7	17027677	17027889	mouse_ocr_0026520	chr7	17027242	17027990	212	1.0	0.28342245989304815	0.28342245989304815	True	human	mouse
human_ocr_0034336	chr7	17056248	17056398	mouse_ocr_0007179	chr7	17055982	17056493	150	1.0	0.29354207436399216	0.29354207436399216	True	human	mouse
human_ocr_0016486	chr7	18893923	18894149	mouse_ocr_0018205	chr7	18893573	18894157	226	1.0	0.386986301369863	0.386986301369863	True	human	mouse
human_ocr_0012838	chr7	19006761	19006822	mouse_ocr_0032085	chr7	19006635	19006856	61	1.0	0.27601809954751133	0.27601809954751133	True	human	mouse
human_ocr_0004085	chr7	19076025	19076197	mouse_ocr_0012958	chr7	19075872	19076380	172	1.0	0.33858267716535434	0.33858267716535434	True	human	mouse
human_ocr_0004085	chr7	19076258	19076387	mouse_ocr_0012958	chr7	19075872	19076380	122	0.9457364341085271	0.24015748031496062	0.24015748031496062	True	human	mouse
human_ocr_0021259	chr7	19178578	19178698	mouse_ocr_0043151	chr7	19178486	19178719	120	1.0	0.5150214592274678	0.5150214592274678	True	human	mouse
human_ocr_0046166	chr7	19269831	19269952	mouse_ocr_0028865	chr7	19269698	19270005	121	1.0	0.3941368078175896	0.3941368078175896	True	human	mouse
human_ocr_0012723	chr7	19282725	19282926	mouse_ocr_0015634	chr7	19282286	19282963	201	1.0	0.2968980797636632	0.2968980797636632	True	human	mouse
human_ocr_0008405	chr7	19308568	19308842	mouse_ocr_0030211	chr7	19307853	19309117	274	1.0	0.21677215189873417	0.21677215189873417	True	human	mouse
human_ocr_0015988	chr7	19310202	19310393	mouse_ocr_0033019	chr7	19309996	19310886	191	1.0	0.21460674157303372	0.21460674157303372	True	human	mouse
human_ocr_0019725	chr7	25179683	25179996	mouse_ocr_0025479	chr7	25179339	25180115	313	1.0	0.40335051546391754	0.40335051546391754	True	human	mouse
human_ocr_0012095	chr7	25218792	25219163	mouse_ocr_0015332	chr7	25218692	25220326	371	1.0	0.2270501835985312	0.2270501835985312	True	human	mouse
human_ocr_0006243	chr7	25221327	25221497	mouse_ocr_0018942	chr7	25221128	25221781	170	1.0	0.26033690658499237	0.26033690658499237	True	human	mouse
human_ocr_0005989	chr7	25250583	25250844	mouse_ocr_0018850	chr7	25249826	25250978	261	1.0	0.2265625	0.2265625	True	human	mouse
human_ocr_0003099	chr7	25267565	25268128	mouse_ocr_0005134	chr7	25267316	25268640	563	1.0	0.425226586102719	0.425226586102719	True	human	mouse
human_ocr_0003099	chr7	25268129	25268484	mouse_ocr_0005134	chr7	25267316	25268640	355	1.0	0.2681268882175227	0.2681268882175227	True	human	mouse
human_ocr_0017615	chr7	25379974	25380176	mouse_ocr_0034744	chr7	25379629	25380250	202	1.0	0.3252818035426731	0.3252818035426731	True	human	mouse
human_ocr_0023747	chr7	25402810	25402957	mouse_ocr_0034640	chr7	25402652	25403075	147	1.0	0.3475177304964539	0.3475177304964539	True	human	mouse
human_ocr_0036067	chr7	25676528	25676647	mouse_ocr_0017038	chr7	25676464	25676772	119	1.0	0.38636363636363635	0.38636363636363635	True	human	mouse
human_ocr_0018473	chr7	25687827	25688254	mouse_ocr_0045241	chr7	25687849	25688306	405	0.9484777517564403	0.8862144420131292	0.8862144420131292	True	human	mouse
human_ocr_0045004	chr7	27159980	27160122	mouse_ocr_0010160	chr7	27159737	27160337	142	1.0	0.23666666666666666	0.23666666666666666	True	human	mouse
human_ocr_0008439	chr7	27228239	27228539	mouse_ocr_0016027	chr7	27227834	27229026	300	1.0	0.2516778523489933	0.2516778523489933	True	human	mouse
human_ocr_0038348	chr7	27325659	27325819	mouse_ocr_0006109	chr7	27325648	27326441	160	1.0	0.201765447667087	0.201765447667087	True	human	mouse
human_ocr_0027666	chr7	27329374	27329487	mouse_ocr_0017020	chr7	27329347	27329737	113	1.0	0.28974358974358977	0.28974358974358977	True	human	mouse
human_ocr_0027666	chr7	27329539	27329822	mouse_ocr_0017020	chr7	27329347	27329737	198	0.6996466431095406	0.5076923076923077	0.5076923076923077	True	human	mouse
human_ocr_0008623	chr7	27331057	27331225	mouse_ocr_0016872	chr7	27330830	27331431	168	1.0	0.2795341098169717	0.2795341098169717	True	human	mouse
human_ocr_0020820	chr7	27336013	27336122	mouse_ocr_0010928	chr7	27335925	27336224	109	1.0	0.36454849498327757	0.36454849498327757	True	human	mouse
human_ocr_0050841	chr7	27337512	27337637	mouse_ocr_0036423	chr7	27337535	27338027	102	0.816	0.2073170731707317	0.2073170731707317	True	human	mouse
human_ocr_0004802	chr7	27361538	27361827	mouse_ocr_0005091	chr7	27361328	27362018	289	1.0	0.41884057971014493	0.41884057971014493	True	human	mouse
human_ocr_0018891	chr7	27402726	27402946	mouse_ocr_0028535	chr7	27402778	27403055	168	0.7636363636363637	0.6064981949458483	0.6064981949458483	True	human	mouse
human_ocr_0010285	chr7	27507876	27508122	mouse_ocr_0000148	chr7	27507745	27508592	246	1.0	0.29043683589138136	0.29043683589138136	True	human	mouse
human_ocr_0068416	chr7	27607683	27607864	mouse_ocr_0003077	chr7	27607511	27608084	181	1.0	0.3158813263525305	0.3158813263525305	True	human	mouse
human_ocr_0068416	chr7	27607942	27608075	mouse_ocr_0003077	chr7	27607511	27608084	133	1.0	0.23211169284467714	0.23211169284467714	True	human	mouse
human_ocr_0004281	chr7	28598020	28598179	mouse_ocr_0021110	chr7	28598009	28598437	159	1.0	0.37149532710280375	0.37149532710280375	True	human	mouse
human_ocr_0004281	chr7	28598182	28598424	mouse_ocr_0021110	chr7	28598009	28598437	242	1.0	0.5654205607476636	0.5654205607476636	True	human	mouse
human_ocr_0018125	chr7	28732484	28732750	mouse_ocr_0005619	chr7	28732333	28733234	266	1.0	0.2952275249722531	0.2952275249722531	True	human	mouse
human_ocr_0001472	chr7	28741992	28742311	mouse_ocr_0012349	chr7	28741005	28742543	319	1.0	0.20741222366710013	0.20741222366710013	True	human	mouse
human_ocr_0018147	chr7	28952937	28953083	mouse_ocr_0023001	chr7	28952582	28953147	146	1.0	0.2584070796460177	0.2584070796460177	True	human	mouse
human_ocr_0086963	chr7	29125089	29125166	mouse_ocr_0023877	chr7	29125050	29125380	77	1.0	0.23333333333333334	0.23333333333333334	True	human	mouse
human_ocr_0066459	chr7	29232162	29232491	mouse_ocr_0043133	chr7	29231938	29232777	329	1.0	0.39213349225268174	0.39213349225268174	True	human	mouse
human_ocr_0039445	chr7	29307927	29308122	mouse_ocr_0024116	chr7	29307787	29308221	195	1.0	0.44930875576036866	0.44930875576036866	True	human	mouse
human_ocr_0064060	chr7	29471430	29471525	mouse_ocr_0038556	chr7	29471376	29471666	95	1.0	0.3275862068965517	0.3275862068965517	True	human	mouse
human_ocr_0005207	chr7	30559645	30559819	mouse_ocr_0009703	chr7	30559470	30559985	174	1.0	0.3378640776699029	0.3378640776699029	True	human	mouse
human_ocr_0058359	chr7	30819702	30820087	mouse_ocr_0015908	chr7	30819723	30820510	364	0.9454545454545454	0.4625158831003812	0.4625158831003812	True	human	mouse
human_ocr_0026584	chr7	30955776	30956029	mouse_ocr_0003855	chr7	30955669	30956588	253	1.0	0.27529923830250275	0.27529923830250275	True	human	mouse
human_ocr_0010382	chr7	31109080	31109264	mouse_ocr_0015429	chr7	31108916	31109611	184	1.0	0.2647482014388489	0.2647482014388489	True	human	mouse
human_ocr_0030145	chr7	34676134	34676250	mouse_ocr_0035581	chr7	34676126	34676459	116	1.0	0.3483483483483483	0.3483483483483483	True	human	mouse
human_ocr_0031951	chr7	37374069	37374204	mouse_ocr_0040297	chr7	37373863	37374189	120	0.8888888888888888	0.36809815950920244	0.36809815950920244	True	human	mouse
human_ocr_0045064	chr7	38074008	38074109	mouse_ocr_0042243	chr7	38073876	38074167	101	1.0	0.3470790378006873	0.3470790378006873	True	human	mouse
human_ocr_0005594	chr7	44304542	44305006	mouse_ocr_0000055	chr7	44304582	44305747	424	0.9137931034482759	0.36394849785407724	0.36394849785407724	True	human	mouse
human_ocr_0051691	chr7	44527951	44528269	mouse_ocr_0019182	chr7	44527627	44528358	318	1.0	0.43502051983584133	0.43502051983584133	True	human	mouse
human_ocr_0004060	chr7	45361562	45361826	mouse_ocr_0021276	chr7	45361269	45361785	223	0.8446969696969697	0.4321705426356589	0.4321705426356589	True	human	mouse
human_ocr_0018860	chr7	45538152	45538483	mouse_ocr_0015858	chr7	45538199	45539038	284	0.8580060422960725	0.33849821215733017	0.33849821215733017	True	human	mouse
human_ocr_0009748	chr7	45628896	45629088	mouse_ocr_0014216	chr7	45628544	45629373	192	1.0	0.2316043425814234	0.2316043425814234	True	human	mouse
human_ocr_0005599	chr7	45638632	45638926	mouse_ocr_0019988	chr7	45638652	45639062	274	0.9319727891156463	0.6682926829268293	0.6682926829268293	True	human	mouse
human_ocr_0015636	chr7	45706878	45707027	mouse_ocr_0038652	chr7	45706829	45707064	149	1.0	0.6340425531914894	0.6340425531914894	True	human	mouse
human_ocr_0009206	chr7	45830588	45830883	mouse_ocr_0015040	chr7	45830529	45831149	295	1.0	0.47580645161290325	0.47580645161290325	True	human	mouse
human_ocr_0040241	chr7	45866098	45866449	mouse_ocr_0017721	chr7	45865899	45866545	351	1.0	0.5433436532507739	0.5433436532507739	True	human	mouse
human_ocr_0039925	chr7	49754901	49754956	mouse_ocr_0036716	chr7	49754824	49755098	55	1.0	0.20072992700729927	0.20072992700729927	True	human	mouse
human_ocr_0000360	chr7	51861257	51861616	mouse_ocr_0020271	chr7	51861256	51862511	359	1.0	0.2860557768924303	0.2860557768924303	True	human	mouse
human_ocr_0006650	chr7	64872403	64872803	mouse_ocr_0014111	chr7	64872047	64873235	400	1.0	0.3367003367003367	0.3367003367003367	True	human	mouse
human_ocr_0004381	chr7	65644936	65645193	mouse_ocr_0000940	chr7	65644422	65645427	257	1.0	0.2557213930348259	0.2557213930348259	True	human	mouse
human_ocr_0002868	chr7	66839501	66839814	mouse_ocr_0006277	chr7	66839399	66840735	313	1.0	0.2342814371257485	0.2342814371257485	True	human	mouse
human_ocr_0072328	chr7	67371491	67371629	mouse_ocr_0042699	chr7	67371396	67371648	138	1.0	0.5476190476190477	0.5476190476190477	True	human	mouse
human_ocr_0016701	chr7	67758788	67759685	mouse_ocr_0028651	chr7	67758903	67760057	782	0.8717948717948718	0.6776429809358753	0.6776429809358753	True	human	mouse
human_ocr_0026422	chr7	67961968	67962028	mouse_ocr_0035431	chr7	67961960	67962205	60	1.0	0.24489795918367346	0.24489795918367346	True	human	mouse
human_ocr_0026422	chr7	67962029	67962120	mouse_ocr_0035431	chr7	67961960	67962205	91	1.0	0.37142857142857144	0.37142857142857144	True	human	mouse
human_ocr_0050265	chr7	68119781	68120052	mouse_ocr_0023593	chr7	68119645	68120056	271	1.0	0.6593673965936739	0.6593673965936739	True	human	mouse
human_ocr_0011693	chr7	68129089	68129306	mouse_ocr_0037945	chr7	68128983	68129542	217	1.0	0.3881932021466905	0.3881932021466905	True	human	mouse
human_ocr_0011645	chr7	68129989	68130131	mouse_ocr_0032664	chr7	68129962	68130251	142	1.0	0.4913494809688581	0.4913494809688581	True	human	mouse
human_ocr_0011645	chr7	68130151	68130238	mouse_ocr_0032664	chr7	68129962	68130251	87	1.0	0.30103806228373703	0.30103806228373703	True	human	mouse
human_ocr_0058162	chr7	69490868	69490950	mouse_ocr_0036060	chr7	69490876	69491127	74	0.9024390243902439	0.2948207171314741	0.2948207171314741	True	human	mouse
human_ocr_0058162	chr7	69490965	69491275	mouse_ocr_0036060	chr7	69490876	69491127	162	0.5225806451612903	0.6454183266932271	0.5225806451612903	True	human	mouse
human_ocr_0025403	chr7	70346234	70346384	mouse_ocr_0024046	chr7	70345917	70346611	150	1.0	0.21613832853025935	0.21613832853025935	True	human	mouse
human_ocr_0025403	chr7	70346405	70346601	mouse_ocr_0024046	chr7	70345917	70346611	196	1.0	0.2824207492795389	0.2824207492795389	True	human	mouse
human_ocr_0010612	chr7	70361655	70361983	mouse_ocr_0016297	chr7	70361648	70362235	328	1.0	0.5587734241908007	0.5587734241908007	True	human	mouse
human_ocr_0010612	chr7	70362087	70362209	mouse_ocr_0016297	chr7	70361648	70362235	122	1.0	0.20783645655877342	0.20783645655877342	True	human	mouse
human_ocr_0024733	chr7	70364896	70365185	mouse_ocr_0043899	chr7	70364942	70365171	229	0.7923875432525952	1.0	0.7923875432525952	True	human	mouse
human_ocr_0083338	chr7	70514643	70514874	mouse_ocr_0018188	chr7	70514540	70515073	231	1.0	0.4333958724202627	0.4333958724202627	True	human	mouse
human_ocr_0040450	chr7	70515260	70515483	mouse_ocr_0012692	chr7	70515211	70516032	223	1.0	0.27161997563946405	0.27161997563946405	True	human	mouse
human_ocr_0040450	chr7	70515613	70515792	mouse_ocr_0012692	chr7	70515211	70516032	179	1.0	0.21802679658952498	0.21802679658952498	True	human	mouse
human_ocr_0024292	chr7	72240308	72240401	mouse_ocr_0041300	chr7	72240079	72240539	93	1.0	0.20217391304347826	0.20217391304347826	True	human	mouse
human_ocr_0003339	chr7	73537915	73538145	mouse_ocr_0005803	chr7	73537566	73538259	230	1.0	0.3318903318903319	0.3318903318903319	True	human	mouse
human_ocr_0022109	chr7	73541529	73541680	mouse_ocr_0019994	chr7	73541442	73541985	151	1.0	0.27808471454880296	0.27808471454880296	True	human	mouse
human_ocr_0022109	chr7	73541680	73541839	mouse_ocr_0019994	chr7	73541442	73541985	159	1.0	0.292817679558011	0.292817679558011	True	human	mouse
human_ocr_0043814	chr7	75610531	75610725	mouse_ocr_0029823	chr7	75610109	75610926	194	1.0	0.23745410036719705	0.23745410036719705	True	human	mouse
human_ocr_0064489	chr7	75702037	75702187	mouse_ocr_0026624	chr7	75701797	75702276	150	1.0	0.31315240083507306	0.31315240083507306	True	human	mouse
human_ocr_0068766	chr7	76393108	76393377	mouse_ocr_0043257	chr7	76392929	76393428	269	1.0	0.5390781563126252	0.5390781563126252	True	human	mouse
